Name,Number,Hours,Title,Description,Prerequisites,Concurrent Prerequisites,Semesters
CE,641,3,Wind Engineering,This research-oriented class is intended to provide a rational description of the phenomena involved and to develop appropriate analytical and design tools for structural engineering. The course attempts to present a synthesis of the main trends of specialized literature in Wind Engineering.,CE 531,,FS
CE,655,3,Sustainable Transportation,,,,FS
CE,673,3,Statistical and Econometrics Practices for Engineers,"This course covers basic and advanced statistical and econometric methods as applied to engineering-related problems. Topics include introduction to ordinary least squares regression, count-data models including Poisson and negative binomial regressions and their extensions, simultaneous equations models, multinomial logit models, ordered probability models, joint discrete/continuous models, and hazard-based duration models.",CE 573,,FS
CE,691,"1,6",Special Problems,Advanced work in some area of specialization. Credit awarded is based on the amount of work completed.,,,FS
CE,693,"1,3",Practicum,"This course allows grqaduate students to gain classroom and laboratory experience under supervised conditions.  Tasks may inclue grading for selected courses, structured lecturing, laboratory monitoring, and other  related pedagogical exercises.",,,FS
CE,699,"1,12",Dissertation Research,"This independent research course partially fulfills required doctoral level research dissertation hours toward the Ph.D. in civil engineering. A minimum of 24 dissertation hours are required, at 1-12 hours per semester. The course is conducted under the guidance of the Ph.D. advisor. After completing requirements for admission to candidacy, the student registers for a minimum of 3 hours per semester in this course, each semester, until all dissertation requirements have been approved. Material covered will be of an advanced nature aimed at providing doctoral students with an understanding of the latest research and current developments within the field. Discussion and advisor guidance will be focused on readings of research articles and development of research methodology, with the aim of producing an original research contribution that represents a novel development in the field, or a novel perspective on a pre-existing topic in the field.",,,FS
CEE,304,3,Teaching Early Childhood and Elementary School Science,"Teaching experiences related to P-6 children's learning of science, with emphasis on teaching strategies that use inquiry approaches. Intensive field experience. Admission to Teacher Education Program is required.",(CEE 365) and (CEE 370) and (CEE 380) and (CEE 492) and (CEE 495 with a minimum passing grade of C-),"CEE 366, CEE 401, CEE 478, CEE 496 and BER 450",FS
CEE,320,3,Survey of Early Childhood and Elementary Education,Surveys early childhood and elementary education as professional careers. Students become acquainted with factors affecting successful teaching in P-6.,,"CRD 369, CEE 491, and MUE 385",FS
CEE,365,3,Literature for Early Childhood and Elementary Ages,"Selection and teaching of literature for P-6 children at various developmental levels, according to interests, needs, and abilities. Intensive field experience. Admission to Teacher Education Program is required.",(CEE 320) and (CRD 369) and (MUE 385 and CEE 491 with a minimum passing grade of C-),"CEE 370, CEE 380, CEE 401, CEE 492, and CEE 495",FS
CEE,366,3,Teaching Social Sciences for Early Childhood and Elementary Children,"The nature of P-6 social studies, the resource unit, kinds of materials, teaching procedures, and the evaluation of learning. Intensive field experience. Admission to Teacher Education Program is required.",(CEE 365) and (CEE 370) and (CEE 380) and (CEE 492) and (CEE 495 with a minimum passing grade of C-),"CEE 304, CEE 401, CEE 478, CEE 496, and BER 450",FS
CEE,370,3,Teaching Reading Elem School,"Materials and methods in the teaching of reading, with emphasis on assessment-based instruction and planning a balanced program. Intensive field experience. Writing proficiency is required for a passing grade in this course. A student who does not write with the skill normally required of an upper-division student will not earn a passing grade, no matter how well the student performs in other areas of the course. Admission to Teacher Education Program is required.",(CEE 320) and (CEE 491) and (CRD 369) and (MUE 385),"CEE 365, CEE 380, CEE 401, CEE 495, and CEE 492",FS
